customer_id,state,customer_lifetime_value,response,coverage,education,effective_to_date,employment_status,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
KH24214,Oregon,17857.97233,No,Basic,College,2011-02-13,Employed,M,55437.0,Suburban,Married,64,5,78,1,2,Personal Auto,Personal L3,Offer3,Agent,445.287788,Four-Door Car,Medium,A,Feb
IT92328,Nevada,9350.872287,No,Premium,High School or Below,2011-02-22,Unemployed,M,0.0,Suburban,Single,275,3,64,1,1,Corporate Auto,Corporate L3,Offer1,Agent,1980.0,Luxury,Medium,A,Feb
DP92488,Washington,2727.520769,No,Basic,Doctor,2011-01-14,Employed,F,74592.0,Suburban,Married,67,9,30,0,1,Personal Auto,Personal L1,Offer4,Agent,321.6,Two-Door Car,Medium,A,Jan
ID20929,Oregon,2756.941661,No,Basic,Bachelor,2011-01-18,Medical Leave,M,29926.0,Suburban,Divorced,74,25,34,0,1,Corporate Auto,Corporate L1,Offer1,Branch,418.233667,Four-Door Car,Medium,A,Jan
IG85969,California,5062.37379,No,Basic,College,2011-01-21,Unemployed,F,0.0,Suburban,Single,72,22,58,0,5,Personal Auto,Personal L3,Offer3,Call Center,345.6,Two-Door Car,Large,A,Jan
JN96178,Oregon,3740.404374,No,Basic,High School or Below,2011-02-09,Unemployed,M,0.0,Suburban,Married,104,27,13,1,1,Personal Auto,Personal L2,Offer2,Agent,499.2,SUV,Large,A,Feb
LH94971,Oregon,7057.888812,No,Extended,Bachelor,2011-01-17,Employed,M,37840.0,Suburban,Married,90,31,9,0,4,Corporate Auto,Corporate L2,Offer2,Agent,432.0,Four-Door Car,Medium,A,Jan
LY14355,Washington,2935.988346,No,Basic,High School or Below,2011-02-27,Employed,F,73847.0,Suburban,Married,73,34,51,1,1,Personal Auto,Personal L2,Offer2,Web,350.4,Two-Door Car,Small,A,Feb
XO67536,California,2563.394054,No,Basic,College,2011-02-13,Disabled,F,10860.0,Suburban,Married,66,30,91,0,1,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medium,A,Feb
ZU96776,California,6189.122455,No,Extended,Bachelor,2011-01-01,Unemployed,M,0.0,Suburban,Single,90,4,18,0,5,Personal Auto,Personal L1,Offer1,Call Center,648.0,Two-Door Car,Large,A,Jan
PB47955,Oregon,8331.648336,No,Basic,Bachelor,2011-01-11,Unemployed,F,0.0,Suburban,Single,119,3,54,0,3,Personal Auto,Personal L3,Offer2,Branch,856.8,SUV,Medium,A,Jan
NE67816,Oregon,2515.259002,No,Basic,College,2011-01-16,Employed,M,25558.0,Suburban,Married,63,31,11,0,1,Personal Auto,Personal L3,Offer2,Branch,453.6,Four-Door Car,Small,A,Jan
DR93103,Arizona,17556.99121,No,Basic,Master,2011-02-26,Employed,F,36212.0,Rural,Married,73,25,57,0,2,Personal Auto,Personal L2,Offer1,Agent,119.033795,Two-Door Car,Medium,A,Feb
UX18122,California,3690.698916,No,Extended,Bachelor,2011-01-17,Employed,F,59016.0,Suburban,Married,92,3,65,0,1,Corporate Auto,Corporate L1,Offer2,Web,441.6,Four-Door Car,Medium,A,Jan
WL92199,Arizona,2379.195759,No,Basic,Doctor,2011-01-17,Unemployed,M,0.0,Rural,Divorced,66,3,21,0,1,Personal Auto,Personal L3,Offer4,Call Center,90.989464,Four-Door Car,Medium,A,Jan
XK49057,California,4455.518101,No,Basic,High School or Below,2011-02-08,Employed,M,31196.0,Suburban,Single,62,26,57,4,9,Corporate Auto,Corporate L1,Offer1,Web,342.796508,Two-Door Car,Small,A,Feb
IO81315,California,2460.167359,No,Basic,College,2011-02-21,Employed,F,69241.0,Rural,Married,61,14,84,0,1,Personal Auto,Personal L2,Offer3,Web,47.95916,Four-Door Car,Small,A,Feb
DW71192,California,5971.313496,No,Extended,High School or Below,2011-01-21,Employed,M,52018.0,Suburban,Divorced,78,17,37,3,7,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,Medium,A,Jan
EG36536,Arizona,8496.063681,No,Basic,Bachelor,2011-02-18,Employed,M,24031.0,Suburban,Divorced,109,0,72,0,7,Personal Auto,Personal L2,Offer1,Web,523.2,Luxury,Small,A,Feb
YM44855,California,6570.970605,No,Premium,Master,2011-02-14,Employed,F,52951.0,Rural,Single,167,3,43,1,1,Personal Auto,Personal L1,Offer1,Branch,289.77269,SUV,Small,A,Feb
HI58196,Oregon,3161.171297,No,Extended,College,2011-01-18,Unemployed,M,0.0,Suburban,Single,92,16,56,0,1,Personal Auto,Personal L3,Offer2,Branch,897.379535,Two-Door Car,Large,A,Jan
GQ42004,California,11232.9821,No,Basic,College,2011-02-02,Unemployed,M,0.0,Suburban,Married,74,12,68,0,2,Personal Auto,Personal L3,Offer2,Call Center,355.2,Four-Door Car,Small,A,Feb
LV89056,California,3133.018242,No,Extended,Bachelor,2011-01-18,Unemployed,F,0.0,Suburban,Single,91,7,14,1,1,Personal Auto,Personal L2,Offer1,Call Center,655.2,Four-Door Car,Medium,A,Jan
TC99043,California,13736.1325,Yes,Premium,Master,2011-02-13,Disabled,F,16181.0,Suburban,Divorced,181,22,79,0,8,Personal Auto,Personal L2,Offer1,Web,1261.319869,SUV,Medium,A,Feb
DR54244,California,2590.840183,No,Basic,High School or Below,2011-02-04,Unemployed,F,0.0,Suburban,Married,67,16,66,0,1,Personal Auto,Personal L3,Offer1,Call Center,321.6,Four-Door Car,Medium,A,Feb
GG68407,Washington,2321.88367,No,Basic,High School or Below,2011-02-22,Unemployed,F,0.0,Suburban,Single,65,13,7,0,1,Personal Auto,Personal L3,Offer2,Agent,468.0,Four-Door Car,Medium,A,Feb
VV61641,Oregon,18726.15325,No,Premium,High School or Below,2011-02-27,Unemployed,F,0.0,Suburban,Single,185,7,47,2,2,Personal Auto,Personal L1,Offer1,Agent,1543.932434,SUV,Medium,A,Feb
IJ26642,Nevada,5107.163002,Yes,Basic,Bachelor,2011-01-26,Employed,F,35625.0,Urban,Married,65,10,56,1,3,Personal Auto,Personal L3,Offer2,Agent,288.572108,Four-Door Car,Medium,A,Jan
CO56168,California,3964.527997,No,Basic,High School or Below,2011-01-24,Employed,M,62638.0,Urban,Married,100,20,62,0,1,Personal Auto,Personal L2,Offer2,Agent,441.988868,SUV,Small,A,Jan
VQ57815,Oregon,8828.380695,No,Basic,Doctor,2011-01-01,Employed,M,61246.0,Rural,Married,110,24,21,0,3,Personal Auto,Personal L2,Offer2,Branch,159.239518,Luxury,Medium,A,Jan
AD71478,Arizona,3430.316936,No,Extended,High School or Below,2011-02-10,Employed,M,54339.0,Rural,Married,86,10,52,0,1,Personal Auto,Personal L3,Offer4,Agent,10.478305,Four-Door Car,Large,A,Feb
VF21170,California,8613.464001,No,Basic,Bachelor,2011-01-19,Employed,F,37277.0,Urban,Married,109,24,27,1,9,Personal Auto,Personal L2,Offer1,Agent,417.72438,SUV,Medium,A,Jan
AZ34845,California,4798.240889,No,Basic,Bachelor,2011-02-20,Employed,F,77846.0,Urban,Married,119,8,45,0,1,Personal Auto,Personal L3,Offer1,Agent,342.471939,Luxury,Medium,A,Feb
ZU93025,Oregon,2771.045031,Yes,Basic,College,2011-01-11,Employed,F,50071.0,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.918935,Two-Door Car,Medium,A,Jan
PK58026,Nevada,5736.45893,No,Basic,Bachelor,2011-02-02,Employed,F,96917.0,Suburban,Married,71,31,16,0,9,Personal Auto,Personal L3,Offer2,Agent,373.047039,Two-Door Car,Medium,A,Feb
TJ32609,California,8925.632207,No,Basic,High School or Below,2011-02-04,Employed,M,23860.0,Suburban,Married,114,25,57,1,3,Personal Auto,Personal L3,Offer2,Call Center,547.2,SUV,Small,A,Feb
IL56791,Oregon,2009.772923,No,Basic,Bachelor,2011-02-11,Unemployed,M,0.0,Suburban,Single,65,12,57,2,1,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Medium,A,Feb
FY56083,Oregon,4719.762191,No,Basic,Bachelor,2011-02-13,Employed,M,37057.0,Rural,Married,61,5,48,1,6,Personal Auto,Personal L2,Offer1,Agent,47.53101,Four-Door Car,Small,A,Feb
ID89933,Oregon,7255.577594,No,Extended,Doctor,2011-01-09,Employed,F,39786.0,Urban,Married,91,15,91,0,9,Personal Auto,Personal L2,Offer1,Web,365.835977,Four-Door Car,Medium,A,Jan
FP39090,Oregon,24127.50402,Yes,Basic,Bachelor,2011-01-26,Medical Leave,M,14072.0,Suburban,Divorced,71,13,3,0,2,Special Auto,Special L2,Offer1,Agent,511.2,Four-Door Car,Medium,A,Jan
NW30838,Nevada,3872.222217,No,Basic,High School or Below,2011-01-25,Unemployed,M,0.0,Suburban,Single,62,8,81,2,6,Corporate Auto,Corporate L3,Offer1,Call Center,503.808329,Four-Door Car,Medium,A,Jan
EP34249,Oregon,13869.92705,Yes,Basic,College,2011-01-21,Employed,M,28432.0,Suburban,Married,118,1,59,0,2,Corporate Auto,Corporate L1,Offer2,Branch,612.300581,SUV,Small,A,Jan
SB60942,Arizona,7258.634662,No,Basic,College,2011-01-18,Employed,M,88082.0,Urban,Married,61,10,45,1,2,Personal Auto,Personal L1,Offer4,Branch,218.779614,Four-Door Car,Medium,A,Jan
PB21909,Oregon,9775.816061,No,Extended,Bachelor,2011-02-14,Employed,M,55632.0,Urban,Single,123,15,98,0,7,Personal Auto,Personal L2,Offer1,Agent,478.609999,SUV,Medium,A,Feb
EM27919,California,4458.113369,Yes,Basic,Bachelor,2011-01-02,Retired,M,17622.0,Suburban,Divorced,65,1,36,1,3,Personal Auto,Personal L3,Offer1,Agent,312.0,Four-Door Car,Medium,A,Jan
PY20159,Nevada,4787.812897,No,Extended,College,2011-01-27,Employed,M,45225.0,Rural,Single,124,15,83,0,1,Corporate Auto,Corporate L1,Offer3,Web,209.176923,Luxury,Small,A,Jan
ND87334,California,2287.59692,No,Basic,High School or Below,2011-02-22,Unemployed,M,0.0,Suburban,Married,63,1,5,0,1,Corporate Auto,Corporate L3,Offer2,Agent,679.368378,Two-Door Car,Medium,A,Feb
TS76653,Nevada,9031.214859,Yes,Extended,Master,2011-02-23,Unemployed,F,0.0,Suburban,Single,122,15,47,0,9,Personal Auto,Personal L2,Offer1,Branch,650.52179,Luxury,Medium,A,Feb
QC35222,California,2683.470677,No,Basic,Bachelor,2011-01-01,Employed,F,48269.0,Urban,Married,69,3,79,3,1,Corporate Auto,Corporate L2,Offer3,Web,282.151207,Four-Door Car,Medium,A,Jan
YE27183,Oregon,5913.199024,No,Extended,Bachelor,2011-02-28,Unemployed,M,0.0,Suburban,Single,91,13,89,0,4,Corporate Auto,Corporate L3,Offer3,Call Center,436.8,Four-Door Car,Medium,A,Feb
TB71474,Nevada,3141.333694,No,Extended,College,2011-01-18,Employed,F,24019.0,Rural,Married,79,15,27,0,1,Personal Auto,Personal L3,Offer3,Branch,47.22861,Four-Door Car,Medium,A,Jan
MJ77630,Oregon,47155.62558,No,Extended,High School or Below,2011-02-10,Employed,M,39891.0,Urban,Married,133,12,31,0,2,Personal Auto,Personal L3,Offer1,Agent,630.888663,SUV,Medium,A,Feb
FB95288,California,64618.75715,No,Extended,High School or Below,2011-01-17,Unemployed,M,0.0,Suburban,Married,217,14,40,1,2,Personal Auto,Personal L3,Offer1,Branch,1562.4,Luxury,Small,A,Jan
OL97871,Oregon,7482.486135,No,Extended,Bachelor,2011-01-23,Employed,F,48992.0,Urban,Married,94,30,0,1,7,Personal Auto,Personal L2,Offer1,Agent,426.072946,Four-Door Car,Medium,A,Jan
LR27773,California,5329.075482,No,Basic,Bachelor,2011-02-21,Employed,F,43671.0,Urban,Married,67,6,67,0,3,Corporate Auto,Corporate L2,Offer3,Agent,190.649902,Four-Door Car,Medium,A,Feb
IG56214,Nevada,5010.44933,No,Basic,High School or Below,2011-01-27,Disabled,M,10892.0,Suburban,Divorced,66,16,9,0,3,Personal Auto,Personal L1,Offer1,Call Center,316.8,Four-Door Car,Medium,A,Jan
MM27192,Oregon,11981.98481,Yes,Basic,Master,2011-01-20,Retired,F,21514.0,Urban,Married,62,0,59,0,2,Personal Auto,Personal L2,Offer1,Agent,257.248789,Two-Door Car,Medium,A,Jan
JH35547,Oregon,24442.29656,No,Basic,College,2011-02-04,Employed,M,36261.0,Rural,Married,68,3,71,0,2,Personal Auto,Personal L2,Offer4,Call Center,16.800832,Four-Door Car,Large,A,Feb
AA71604,Arizona,11986.59212,No,Extended,Master,2011-01-17,Employed,F,87560.0,Suburban,Married,98,4,86,1,2,Personal Auto,Personal L2,Offer1,Web,470.4,Four-Door Car,Medium,A,Jan
XJ96748,Arizona,27495.42188,No,Extended,High School or Below,2011-02-23,Employed,F,37931.0,Suburban,Married,99,8,31,0,2,Personal Auto,Personal L3,Offer2,Branch,475.2,Four-Door Car,Small,A,Feb
CH96412,Oregon,5423.136755,No,Basic,Doctor,2011-01-28,Employed,F,85018.0,Rural,Married,68,22,54,3,6,Personal Auto,Personal L1,Offer1,Call Center,62.837764,Four-Door Car,Large,A,Jan
No34698,Oregon,4015.34005,No,Basic,Bachelor,2011-01-17,Employed,M,80055.0,Rural,Married,100,30,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,121.945071,Four-Door Car,Medium,A,Jan
ZX86243,Arizona,3278.53188,No,Extended,Doctor,2011-02-19,Employed,M,70247.0,Rural,Single,83,13,19,1,1,Personal Auto,Personal L2,Offer4,Call Center,141.799422,Four-Door Car,Medium,A,Feb
FY27460,California,4285.575678,No,Basic,College,2011-01-08,Employed,M,47823.0,Suburban,Married,108,26,71,0,1,Personal Auto,Personal L3,Offer2,Agent,518.4,Luxury,Medium,A,Jan
EI32190,Arizona,6920.999642,No,Extended,Doctor,2011-01-06,Employed,M,67534.0,Rural,Married,87,2,55,2,5,Personal Auto,Personal L1,Offer1,Agent,104.905661,Four-Door Car,Small,A,Jan
ZZ22858,Arizona,15016.18511,No,Basic,Bachelor,2011-01-01,Employed,F,70619.0,Rural,Married,187,2,84,0,3,Personal Auto,Personal L3,Offer3,Branch,293.948632,Luxury,Medium,A,Jan
KC67832,California,17292.93538,No,Extended,College,2011-02-07,Employed,M,80028.0,Rural,Married,86,34,37,0,2,Corporate Auto,Corporate L1,Offer2,Web,114.02307,Four-Door Car,Medium,A,Feb
MM44301,California,7805.31287,Yes,Basic,College,2011-01-27,Retired,F,21073.0,Suburban,Divorced,106,25,54,1,3,Corporate Auto,Corporate L3,Offer1,Agent,508.8,SUV,Small,A,Jan
GI55977,Oregon,2337.35182,No,Basic,High School or Below,2011-02-23,Medical Leave,F,28806.0,Suburban,Married,61,13,90,0,1,Personal Auto,Personal L1,Offer2,Call Center,292.8,Four-Door Car,Small,A,Feb
TS81548,Oregon,5669.974517,No,Basic,Master,2011-01-13,Employed,F,43416.0,Suburban,Married,70,7,99,0,5,Personal Auto,Personal L3,Offer3,Branch,336.0,Four-Door Car,Medium,A,Jan
BM53580,Oregon,8520.145801,No,Extended,Bachelor,2011-01-18,Unemployed,F,0.0,Rural,Divorced,80,30,96,0,2,Personal Auto,Personal L2,Offer1,Agent,69.142986,Four-Door Car,Medium,A,Jan
VN27419,Oregon,10083.48688,Yes,Extended,High School or Below,2011-02-19,Retired,F,11828.0,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.479602,Four-Door Car,Large,A,Feb
DO48835,Oregon,13478.8,No,Basic,High School or Below,2011-01-22,Unemployed,M,0.0,Suburban,Single,198,33,55,1,3,Corporate Auto,Corporate L2,Offer1,Call Center,1425.6,Luxury,Medium,A,Jan
MR27647,Washington,3312.176781,No,Extended,High School or Below,2011-01-29,Disabled,F,27431.0,Suburban,Married,85,2,39,0,1,Personal Auto,Personal L2,Offer3,Agent,457.783791,Four-Door Car,Medium,A,Jan
XO43812,California,8028.179882,No,Basic,Master,2011-02-22,Employed,M,56482.0,Suburban,Married,199,4,75,0,1,Personal Auto,Personal L1,Offer4,Call Center,955.2,Luxury,Medium,A,Feb
ZZ43513,California,13110.54899,No,Basic,High School or Below,2011-01-19,Employed,M,73597.0,Urban,Married,114,5,8,5,2,Personal Auto,Personal L2,Offer4,Agent,485.183645,SUV,Medium,A,Jan
IN67175,California,5659.139938,No,Basic,College,2011-02-09,Employed,F,52389.0,Suburban,Married,72,15,8,0,9,Personal Auto,Personal L3,Offer1,Agent,345.6,Four-Door Car,Medium,A,Feb
RN56430,Nevada,5443.761524,No,Basic,High School or Below,2011-02-15,Employed,F,41449.0,Suburban,Married,69,16,96,1,3,Personal Auto,Personal L1,Offer3,Branch,331.2,Two-Door Car,Medium,A,Feb
OY74069,Arizona,3538.059456,No,Basic,College,2011-01-15,Unemployed,F,0.0,Suburban,Single,67,12,67,5,7,Personal Auto,Personal L2,Offer4,Call Center,321.6,Four-Door Car,Medium,A,Jan
EN31802,California,36168.34106,No,Basic,High School or Below,2011-01-09,Employed,M,74140.0,Suburban,Married,101,31,23,2,2,Personal Auto,Personal L1,Offer2,Web,484.8,SUV,Medium,A,Jan
NW73460,Arizona,7777.201669,No,Basic,High School or Below,2011-01-07,Employed,F,46182.0,Rural,Married,65,23,27,0,2,Corporate Auto,Corporate L1,Offer2,Branch,2.574682,Two-Door Car,Medium,A,Jan
IG68709,Oregon,3498.634784,No,Extended,High School or Below,2011-01-02,Employed,F,41711.0,Urban,Single,90,3,89,0,1,Personal Auto,Personal L2,Offer1,Agent,351.286604,Four-Door Car,Medium,A,Jan
MY64920,Oregon,9217.130629,No,Basic,College,2011-02-27,Employed,F,73259.0,Suburban,Married,115,7,31,0,4,Personal Auto,Personal L2,Offer4,Web,673.34265,SUV,Medium,A,Feb
UA44429,California,2520.028421,No,Basic,College,2011-01-24,Unemployed,F,0.0,Suburban,Married,68,3,52,0,1,Personal Auto,Personal L3,Offer2,Branch,326.4,Four-Door Car,Medium,A,Jan
VW39046,Nevada,3873.647046,Yes,Basic,College,2011-01-20,Retired,M,28142.0,Suburban,Married,105,18,50,0,1,Personal Auto,Personal L3,Offer2,Agent,701.708239,Luxury,Medium,A,Jan
UL55837,Nevada,11130.11974,No,Extended,Bachelor,2011-01-25,Employed,F,42928.0,Suburban,Married,93,20,65,0,2,Personal Auto,Personal L3,Offer1,Call Center,651.623195,Four-Door Car,Large,A,Jan
EJ43595,California,4784.773547,No,Basic,High School or Below,2011-02-23,Unemployed,M,0.0,Suburban,Single,72,20,41,0,7,Corporate Auto,Corporate L2,Offer3,Web,779.629297,Four-Door Car,Medium,A,Feb
OZ86942,California,5790.462518,No,Basic,Bachelor,2011-01-31,Employed,F,52443.0,Suburban,Married,73,0,47,1,4,Corporate Auto,Corporate L3,Offer2,Agent,350.4,Four-Door Car,Medium,A,Jan
EW17514,California,14435.67365,Yes,Premium,Master,2011-01-26,Employed,M,60880.0,Rural,Married,119,25,89,0,2,Personal Auto,Personal L2,Offer1,Agent,109.906628,Two-Door Car,Medium,A,Jan
NZ26102,Oregon,2289.618736,No,Basic,High School or Below,2011-02-28,Unemployed,F,0.0,Suburban,Single,65,8,58,0,1,Personal Auto,Personal L3,Offer2,Branch,468.0,Four-Door Car,Small,A,Feb
IQ63581,California,5066.827444,No,Basic,Master,2011-02-21,Employed,F,40215.0,Rural,Divorced,64,11,22,0,3,Personal Auto,Personal L2,Offer3,Branch,98.480884,Four-Door Car,Medium,A,Feb
JL97265,Oregon,4611.2543,No,Basic,Master,2011-01-07,Unemployed,M,0.0,Suburban,Married,61,4,15,0,7,Personal Auto,Personal L3,Offer2,Web,292.8,Four-Door Car,Medium,A,Jan
QE92747,Oregon,8209.054963,No,Premium,Bachelor,2011-01-13,Employed,F,77282.0,Suburban,Married,102,8,54,0,3,Corporate Auto,Corporate L2,Offer1,Agent,489.6,Four-Door Car,Medium,A,Jan
EP26605,Washington,5688.20499,No,Basic,Bachelor,2011-01-14,Employed,F,44833.0,Suburban,Divorced,72,24,59,0,3,Personal Auto,Personal L2,Offer1,Agent,345.6,Two-Door Car,Medium,A,Jan
CE11308,Washington,3575.04124,No,Extended,College,2011-01-22,Employed,M,30244.0,Urban,Married,92,11,72,0,1,Personal Auto,Personal L2,Offer4,Call Center,383.110633,Four-Door Car,Medium,A,Jan
FV92759,Oregon,2004.350666,Yes,Basic,College,2011-02-22,Unemployed,F,0.0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,A,Feb
IN15077,California,4807.846463,No,Basic,High School or Below,2011-01-04,Employed,M,99874.0,Urban,Married,119,7,42,0,1,Corporate Auto,Corporate L2,Offer2,Call Center,307.639408,Luxury,Medium,A,Jan
TP12436,Oregon,5329.128301,No,Basic,Master,2011-02-02,Unemployed,F,0.0,Suburban,Divorced,72,18,39,0,4,Personal Auto,Personal L2,Offer2,Agent,345.6,Four-Door Car,Large,A,Feb
JK74110,California,3980.421464,No,Extended,High School or Below,2011-01-08,Employed,M,98333.0,Urban,Married,99,16,69,1,1,Personal Auto,Personal L3,Offer1,Branch,459.048775,Four-Door Car,Medium,A,Jan
LF75926,Arizona,4491.909095,No,Basic,College,2011-01-23,Unemployed,M,0.0,Suburban,Married,63,16,5,0,5,Personal Auto,Personal L3,Offer2,Agent,302.4,Four-Door Car,Medium,A,Jan
FP59138,Oregon,13024.13012,Yes,Extended,Master,2011-01-31,Unemployed,M,0.0,Suburban,Single,125,6,61,0,2,Personal Auto,Personal L3,Offer1,Agent,900.0,SUV,Small,A,Jan
DB71122,California,3515.831889,No,Extended,Doctor,2011-01-31,Medical Leave,F,15144.0,Urban,Married,90,2,71,0,1,Personal Auto,Personal L2,Offer3,Agent,372.652536,Four-Door Car,Medium,A,Jan
XO17798,Washington,5827.483965,No,Basic,High School or Below,2011-02-06,Employed,M,45794.0,Suburban,Married,74,3,38,0,5,Personal Auto,Personal L1,Offer2,Agent,449.63005,Four-Door Car,Small,A,Feb
SG46572,California,29830.38714,No,Basic,High School or Below,2011-01-02,Unemployed,F,0.0,Suburban,Divorced,102,10,85,0,2,Personal Auto,Personal L3,Offer2,Agent,489.6,Luxury,Medium,A,Jan
OZ37864,Oregon,4407.769164,No,Basic,Bachelor,2011-01-21,Unemployed,F,0.0,Rural,Divorced,62,18,34,0,3,Personal Auto,Personal L3,Offer1,Branch,114.097383,Four-Door Car,Medium,A,Jan
MQ15074,Washington,2499.498786,No,Basic,High School or Below,2011-02-01,Employed,M,28082.0,Suburban,Married,64,9,63,0,1,Personal Auto,Personal L2,Offer2,Branch,578.499499,Four-Door Car,Medium,A,Feb
TF64196,California,5862.803295,No,Basic,College,2011-01-11,Employed,F,75121.0,Rural,Married,73,12,22,0,6,Corporate Auto,Corporate L1,Offer3,Call Center,171.226873,Two-Door Car,Small,A,Jan
VA65117,Oregon,7635.422232,No,Basic,High School or Below,2011-02-18,Unemployed,M,0.0,Suburban,Single,110,0,66,0,7,Personal Auto,Personal L1,Offer1,Branch,1138.687583,SUV,Medium,A,Feb
RP27249,Oregon,4698.88415,No,Basic,Master,2011-01-11,Employed,F,80358.0,Urban,Married,116,19,2,0,1,Personal Auto,Personal L3,Offer4,Agent,443.637243,SUV,Large,A,Jan
GU65780,California,5635.403677,No,Basic,Doctor,2011-01-20,Employed,M,70837.0,Suburban,Married,73,7,19,4,3,Personal Auto,Personal L3,Offer2,Agent,362.743231,Four-Door Car,Small,A,Jan
AI85843,Arizona,6756.651404,No,Extended,Master,2011-01-06,Employed,F,33288.0,Urban,Married,86,1,27,2,9,Personal Auto,Personal L3,Offer1,Branch,221.856184,Four-Door Car,Medium,A,Jan
XL66550,Oregon,7769.841954,No,Basic,Bachelor,2011-01-17,Employed,M,74365.0,Suburban,Divorced,193,11,85,0,1,Corporate Auto,Corporate L1,Offer1,Call Center,926.4,Luxury,Small,A,Jan
VH43367,California,2506.021971,No,Basic,High School or Below,2011-02-21,Employed,F,61402.0,Suburban,Married,63,14,56,2,1,Special Auto,Special L1,Offer1,Agent,302.4,Four-Door Car,Medium,A,Feb
VI14418,California,7614.669735,No,Premium,Bachelor,2011-02-09,Medical Leave,M,16707.0,Suburban,Divorced,102,9,74,0,8,Special Auto,Special L3,Offer3,Web,1106.913309,Four-Door Car,Medium,A,Feb
NZ83890,California,5081.741976,No,Basic,High School or Below,2011-02-04,Unemployed,F,0.0,Rural,Married,69,17,76,0,7,Personal Auto,Personal L1,Offer3,Branch,93.697638,Two-Door Car,Medium,A,Feb
BY88565,California,5219.754045,No,Basic,College,2011-02-23,Employed,F,48203.0,Suburban,Divorced,66,20,47,0,6,Personal Auto,Personal L2,Offer4,Call Center,413.238845,Four-Door Car,Medium,A,Feb
XM11175,Arizona,5994.424627,No,Extended,College,2011-01-02,Unemployed,M,0.0,Suburban,Single,91,26,89,0,6,Personal Auto,Personal L1,Offer1,Web,655.2,Four-Door Car,Small,A,Jan
OU24549,Nevada,8516.751366,No,Basic,Bachelor,2011-02-19,Employed,M,37573.0,Suburban,Married,112,3,21,3,3,Corporate Auto,Corporate L2,Offer1,Call Center,537.6,SUV,Medium,A,Feb
KA98111,Washington,2513.117202,No,Basic,Bachelor,2011-02-14,Employed,M,22475.0,Suburban,Married,64,25,40,1,1,Personal Auto,Personal L3,Offer2,Agent,307.2,Four-Door Car,Large,A,Feb
UO54843,California,5372.351967,No,Basic,Bachelor,2011-02-13,Employed,M,70286.0,Rural,Married,67,16,66,0,3,Corporate Auto,Corporate L3,Offer2,Web,130.143497,Four-Door Car,Medium,A,Feb
BO92934,California,10387.24599,No,Extended,High School or Below,2011-02-16,Disabled,M,24392.0,Suburban,Married,93,2,63,0,2,Personal Auto,Personal L1,Offer2,Agent,446.4,Four-Door Car,Small,A,Feb
HO92982,California,8405.752991,No,Basic,High School or Below,2011-01-30,Employed,M,85355.0,Suburban,Married,71,34,47,2,2,Personal Auto,Personal L2,Offer2,Call Center,458.568921,Two-Door Car,Small,A,Jan
JW21133,California,6480.099944,No,Extended,Bachelor,2011-02-10,Medical Leave,M,18820.0,Suburban,Married,95,3,51,4,8,Personal Auto,Personal L3,Offer1,Branch,456.0,Two-Door Car,Small,A,Feb
TC69546,Arizona,14376.55039,No,Premium,College,2011-02-26,Employed,M,70341.0,Rural,Married,179,11,43,0,3,Personal Auto,Personal L3,Offer4,Branch,253.511935,SUV,Medium,A,Feb
LL45497,Washington,2487.729726,No,Basic,College,2011-02-02,Employed,F,67282.0,Suburban,Married,62,29,27,0,1,Personal Auto,Personal L2,Offer2,Web,297.6,Two-Door Car,Medium,A,Feb
JI94264,Arizona,10053.55227,No,Extended,College,2011-02-28,Disabled,M,16511.0,Suburban,Single,135,35,4,0,5,Personal Auto,Personal L3,Offer2,Agent,972.0,SUV,Large,A,Feb
QO16222,California,6383.611136,No,Basic,College,2011-02-27,Unemployed,F,0.0,Suburban,Single,196,13,74,2,1,Personal Auto,Personal L3,Offer2,Call Center,2327.166394,Luxury,Small,A,Feb
SD61306,Arizona,5216.914471,No,Basic,High School or Below,2011-01-23,Employed,M,60861.0,Rural,Married,66,8,82,0,4,Personal Auto,Personal L3,Offer4,Agent,65.425125,Four-Door Car,Small,A,Jan
AE23906,Arizona,9816.528302,Yes,Basic,College,2011-01-28,Employed,M,37256.0,Rural,Married,62,15,7,0,2,Personal Auto,Personal L2,Offer1,Branch,128.969729,Four-Door Car,Medium,A,Jan
VV77534,Oregon,13976.51925,No,Premium,College,2011-01-26,Employed,M,77094.0,Urban,Married,176,25,29,0,5,Personal Auto,Personal L3,Offer3,Call Center,444.470676,SUV,Medium,A,Jan
